title,guid,URL,price,images_link,configurate,engine,transmission,probeg,issue,taxt
"Maserati Gibley, 2023",1997352,https://carskorea.shop///car/view/1997352,b'8\xc2\xa0851\xc2\xa0990',"https://ci.encar.com/carpicture/carpicture10/pic3830/38303132_001.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303132_002.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303132_003.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303132_004.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303132_005.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303132_006.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303132_007.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303132_008.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303132_009.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303132_010.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303132_015.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303132_016.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303132_017.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303132_018.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303132_019.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303132_020.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303132_021.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303132_022.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303132_023.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303132_024.jpg?",2.0 GT,Бензин,АКПП,6 155,Июль 2023,Maserati>Gibley>2.0 GT
"Porsche Taycan, 2023",1997351,https://carskorea.shop///car/view/1997351,b'16\xc2\xa0724\xc2\xa0777',"https://ci.encar.com/carpicture/carpicture10/pic3830/38303159_001.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303159_002.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303159_003.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303159_004.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303159_005.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303159_006.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303159_007.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303159_008.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303159_009.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303159_010.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303159_015.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303159_016.jpg?",4S Cross Turismo,Электричество,АКПП,10 757,Ноябрь 2023,Porsche>Taycan>4S Cross Turismo
"Mercedes-Benz S-Class W223, 2024",1997350,https://carskorea.shop///car/view/1997350,b'16\xc2\xa0543\xc2\xa0043',"https://ci.encar.com/carpicture/carpicture10/pic3830/38303102_001.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303102_002.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303102_003.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303102_004.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303102_005.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303102_006.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303102_007.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303102_008.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303102_009.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303102_010.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303102_015.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303102_016.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303102_017.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303102_018.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303102_019.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303102_020.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303102_021.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303102_022.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303102_023.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303102_024.jpg?",S450 d 4MATIC,Дизель,АКПП,2 142,Май 2024,Mercedes-Benz>S-Class W223>S450 d 4MATIC
"Ssangyong Berry New Tivoli, 2020",1997347,https://carskorea.shop///car/view/1997347,b'1\xc2\xa0651\xc2\xa0588',"https://ci.encar.com/carpicture/carpicture09/pic3829/38290396_001.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290396_002.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290396_003.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290396_004.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290396_005.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290396_006.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290396_007.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290396_008.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290396_009.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290396_010.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290396_015.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290396_016.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290396_017.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290396_018.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290396_019.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290396_020.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290396_021.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290396_022.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290396_023.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38290396_024.jpg?",Gasoline 1.5 2WD,Бензин,АКПП,63 640,Июль 2020,Ssangyong>Berry New Tivoli>Gasoline 1.5 2WD
"Porsche Taycan, 2023",1997342,https://carskorea.shop///car/view/1997342,b'14\xc2\xa0729\xc2\xa0947',"https://ci.encar.com/carpicture/carpicture10/pic3830/38303192_001.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303192_002.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303192_003.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303192_004.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303192_005.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303192_006.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303192_007.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303192_008.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303192_009.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303192_010.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303192_015.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303192_016.jpg?",4 Cross Turismo,Электричество,АКПП,11 759,Ноябрь 2023,Porsche>Taycan>4 Cross Turismo
"Hyundai Grandeur IG, 2018",1997341,https://carskorea.shop///car/view/1997341,b'7\xc2\xa0102\xc2\xa0229',"https://ci.encar.com/carpicture/carpicture09/pic3829/38291180_001.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291180_002.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291180_003.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291180_004.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291180_005.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291180_006.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291180_007.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291180_008.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291180_009.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291180_010.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291180_015.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291180_016.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291180_017.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291180_018.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291180_019.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291180_020.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291180_021.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291180_022.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291180_023.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291180_024.jpg?",3.3 Celebrity,Бензин,АКПП,30 896,Июль 2018,Hyundai>Grandeur IG>3.3 Celebrity
"Hyundai Casper, 2023",1997338,https://carskorea.shop///car/view/1997338,b'2\xc2\xa0123\xc2\xa0326',"https://ci.encar.com/carpicture/carpicture10/pic3830/38302424_001.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302424_002.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302424_003.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302424_004.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302424_005.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302424_006.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302424_007.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302424_008.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302424_009.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302424_010.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302424_015.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302424_016.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302424_017.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302424_018.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302424_019.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302424_020.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302424_021.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302424_022.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302424_023.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302424_024.jpg?",Turbo Di Essential,Бензин,АКПП,29 000,Январь 2023,Hyundai>Casper>Turbo Di Essential
"BMW 1 Series (F40), 2021",1997336,https://carskorea.shop///car/view/1997336,b'3\xc2\xa0184\xc2\xa0412',"https://ci.encar.com/carpicture/carpicture09/pic3829/38295652_001.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295652_002.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295652_003.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295652_004.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295652_005.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295652_006.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295652_007.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295652_008.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295652_009.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295652_010.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295652_015.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295652_016.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295652_017.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295652_018.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295652_019.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295652_020.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295652_021.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295652_022.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295652_023.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38295652_024.jpg?",120i M Sports,Бензин,АКПП,44 185,Сентябрь 2021,BMW>1 Series (F40)>120i M Sports
"Porsche Taycan, 2023",1997335,https://carskorea.shop///car/view/1997335,b'17\xc2\xa0039\xc2\xa0181',"https://ci.encar.com/carpicture/carpicture10/pic3830/38303226_001.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303226_002.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303226_003.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303226_004.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303226_005.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303226_006.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303226_007.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303226_008.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303226_009.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303226_010.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303226_015.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303226_016.jpg?",4S Cross Turismo,Электричество,АКПП,9 969,Ноябрь 2023,Porsche>Taycan>4S Cross Turismo
"Chevrolet (GM Daewoo) The Next Spark, 2018",1997333,https://carskorea.shop///car/view/1997333,b'1\xc2\xa0184\xc2\xa0814',"https://ci.encar.com/carpicture/carpicture10/pic3830/38303223_001.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303223_002.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303223_003.jpg?",LT,Бензин,АКПП,83 963,Май 2018,Chevrolet (GM Daewoo)>(GM Daewoo) The Next Spark>LT
"Genesis G80, 2018",1997332,https://carskorea.shop///car/view/1997332,b'6\xc2\xa0720\xc2\xa0012',"https://ci.encar.com/carpicture/carpicture10/pic3830/38303103_001.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303103_002.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303103_003.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303103_004.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303103_005.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303103_006.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303103_007.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303103_008.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303103_009.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303103_010.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303103_015.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303103_016.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303103_017.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303103_018.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303103_019.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303103_020.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303103_021.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303103_022.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303103_023.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303103_024.jpg?",3.3 GDI AWD,Бензин,АКПП,111 195,Март 2018,Genesis>G80>3.3 GDI AWD
"Hyundai Solati, 2018",1997331,https://carskorea.shop///car/view/1997331,b'5\xc2\xa0193\xc2\xa0411',"https://ci.encar.com/carpicture/carpicture10/pic3830/38302910_001.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302910_002.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302910_003.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302910_004.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302910_005.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302910_006.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302910_007.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302910_008.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302910_009.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302910_010.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302910_015.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302910_016.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302910_017.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302910_018.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302910_019.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302910_020.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302910_021.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302910_022.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302910_023.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302910_024.jpg?",11 seater,Дизель,АКПП,145 706,Февраль 2018,Hyundai>Solati>11 seater
"Porsche Taycan, 2023",1997328,https://carskorea.shop///car/view/1997328,b'16\xc2\xa0305\xc2\xa0571',"https://ci.encar.com/carpicture/carpicture10/pic3830/38303268_001.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303268_002.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303268_003.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303268_004.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303268_005.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303268_006.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303268_007.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303268_008.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303268_009.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303268_010.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303268_015.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303268_016.jpg?",4S Cross Turismo,Электричество,АКПП,10 610,Ноябрь 2023,Porsche>Taycan>4S Cross Turismo
"Hyundai Sonata (DN8), 2022",1997327,https://carskorea.shop///car/view/1997327,b'3\xc2\xa0171\xc2\xa0005',"https://ci.encar.com/carpicture/carpicture10/pic3830/38301187_001.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301187_002.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301187_003.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301187_004.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301187_005.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301187_006.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301187_007.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301187_008.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301187_009.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301187_010.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301187_015.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301187_016.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301187_017.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301187_018.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301187_019.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301187_020.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301187_021.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301187_022.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301187_023.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38301187_024.jpg?",1.6 Turbo,Бензин,АКПП,26 220,Январь 2022,Hyundai>Sonata (DN8)>1.6 Turbo
"Kia The New Carnival, 2019",1997324,https://carskorea.shop///car/view/1997324,b'3\xc2\xa0791\xc2\xa0888',"https://ci.encar.com/carpicture/carpicture09/pic3829/38291864_001.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291864_002.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291864_003.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291864_004.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291864_005.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291864_006.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291864_007.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291864_008.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291864_009.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291864_010.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291864_015.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291864_016.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291864_017.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291864_018.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291864_019.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291864_020.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291864_021.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291864_022.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291864_023.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291864_024.jpg?",9 seater Hairimujin,Дизель,АКПП,66 109,Май 2019,Kia>The New Carnival>9 seater Hairimujin
"BMW 8 Series (G15), 2022",1997321,https://carskorea.shop///car/view/1997321,b'13\xc2\xa0716\xc2\xa0905',"https://ci.encar.com/carpicture/carpicture10/pic3830/38303341_001.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303341_002.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303341_003.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38303341_004.jpg?",M850i xDrive Gran Coupe,Бензин,АКПП,11 700,Июнь 2022,BMW>8 Series (G15)>M850i xDrive Gran Coupe
"Ssangyong Rexton Sports, 2018",1997320,https://carskorea.shop///car/view/1997320,b'3\xc2\xa0194\xc2\xa0783',"https://ci.encar.com/carpicture/carpicture10/pic3830/38302820_001.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302820_002.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302820_003.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302820_004.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302820_005.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302820_006.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302820_007.jpg?,https://ci.encar.com/carpicture/carpicture10/pic3830/38302820_008.jpg?",Diesel 2.2 4WD,Дизель,АКПП,114 419,Август 2018,Ssangyong>Rexton Sports>Diesel 2.2 4WD
"Kia Sorento 4th Generation, 2020",1997318,https://carskorea.shop///car/view/1997318,b'3\xc2\xa0286\xc2\xa0246',"https://ci.encar.com/carpicture/carpicture09/pic3829/38291440_001.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291440_002.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291440_003.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291440_004.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291440_005.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291440_006.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291440_007.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291440_008.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291440_009.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291440_010.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291440_015.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291440_016.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291440_017.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291440_018.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291440_019.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291440_020.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291440_021.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291440_022.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291440_023.jpg?,https://ci.encar.com/carpicture/carpicture09/pic3829/38291440_024.jpg?",Diesel 2.2 2WD,Дизель,АКПП,59 772,Май 2020,Kia>Sorento 4th Generation>Diesel 2.2 2WD
